id_interaccion,id_origen,tipo_origen,id_destino,tipo_destino,tipo_interaccion,valor_interaccion,interaccion_precedente,id_curso,fecha,plataforma
4279,376,alumno,510,alumno,comentario,Tempora modi est deleniti perferendis facilis perspiciatis atque ab fugit quis aliquam nihil quia.,4250,17,2007-02-13 16:14:45.464,facebook
4280,552,alumno,2,docente,comentario,Facere veritatis ducimus sit omnis excepturi quas quia sit fuga tenetur aliquid quis qui repudiandae.,4254,17,2007-04-16 23:44:00.027,facebook
4281,351,alumno,596,alumno,reaccion,me_asombra,4276,17,2007-05-23 18:34:07.369,facebook
4282,177,alumno,-1,null,publicacion,Delectus odio ut rerum minus illo dignissimos voluptates nostrum libero dolore quo quis mollitia sit eum consequatur.,-1,17,2007-02-08 19:10:43.189,facebook
4283,552,alumno,510,alumno,mensaje,Non omnis necessitatibus necessitatibus ullam rerum voluptatem suscipit id dolorum tempore est odio sint explicabo asperiores id ad deleniti.,-1,17,2007-02-17 21:47:53.56,crea
4284,517,alumno,42,alumno,mencion,@id,4257,17,2007-02-11 03:57:50.297,facebook
4285,552,alumno,-1,null,publicacion,Doloremque voluptas sapiente quisquam vero delectus aut omnis dolorum iste facilis quasi id molestias voluptatem veniam est libero dignissimos.,-1,17,2007-03-23 20:17:23.729,crea
4286,567,alumno,469,material,consulta,null,-1,17,2007-03-12 13:11:07.811,crea
4287,326,alumno,2,docente,comentario,Ex id eum et beatae qui hic voluptatem totam ullam aspernatur.,4274,17,2007-01-18 10:08:43.094,crea
4288,423,alumno,480,material,consulta,null,-1,17,2007-01-23 15:49:14.306,crea
4289,2,docente,293,alumno,reaccion,me_divierte,4278,17,2007-01-23 19:02:42.519,facebook
4290,205,alumno,423,alumno,mensaje,Praesentium commodi et et facere eos exercitationem consequatur modi ipsa id nam nostrum aut omnis recusandae molestiae saepe.,-1,17,2007-03-08 10:57:39.111,crea
4291,2,docente,128,alumno,mensaje,Quo est dolor non ut qui sint tenetur tempora laborum ut officiis et veniam deserunt sit unde blanditiis dolores.,-1,17,2007-03-24 21:50:39.888,crea
4292,596,alumno,459,alumno,mensaje,In ipsam cum est id saepe illum consequatur possimus architecto porro eius est dolor vitae suscipit repudiandae id praesentium quo consectetur.,4291,17,2007-02-21 13:26:50.52,crea
4293,2,docente,459,alumno,reaccion,me_asombra,4261,17,2007-04-05 13:35:18.362,facebook
4294,542,alumno,552,alumno,mencion,@delectus,4285,17,2007-01-29 22:03:03.437,facebook
4295,2,docente,508,alumno,mensaje,Necessitatibus est voluptatem quam mollitia consequatur eum corrupti officiis libero molestiae sint quidem id dignissimos doloribus minima porro laudantium voluptas delectus.,-1,17,2007-02-26 04:19:00.274,crea
4296,128,alumno,479,material,consulta,null,-1,17,2007-03-15 07:46:55.551,crea
4297,2,docente,247,alumno,mencion,@illo,4268,17,2007-02-17 17:00:43.655,facebook
4298,2,docente,-1,null,publicacion,Temporibus aliquid est molestiae occaecati sunt ipsa debitis nihil nobis dignissimos maxime dolor non quidem sit.,-1,17,2007-03-05 01:31:28.63,facebook
4299,2,docente,247,alumno,reaccion,me_divierte,4268,17,2007-05-16 20:42:53.695,facebook
4300,326,alumno,488,material,consulta,null,-1,17,2007-05-16 07:25:35.816,facebook
4301,80,alumno,465,material,consulta,null,-1,17,2007-02-07 13:41:47.968,facebook
4302,80,alumno,2,docente,mencion,@aliquid,4263,17,2007-05-23 10:53:17.593,facebook
4303,6,alumno,552,alumno,reaccion,me_enoja,4252,17,2007-05-08 06:02:46.928,facebook
4304,247,alumno,-1,null,publicacion,Et dolorem omnis a blanditiis id nulla voluptatibus laborum quia et rerum nulla quaerat adipisci voluptas ipsum perspiciatis.,-1,17,2007-05-14 01:30:12.043,facebook
4305,567,alumno,2,docente,comentario,Dicta quia et vel sed assumenda qui optio veritatis quas.,4274,17,2007-03-31 15:18:28.256,crea
4306,247,alumno,2,docente,comentario,Molestiae minima repellat quibusdam modi hic sint rem rerum veniam cum.,4289,17,2007-02-01 11:13:24.435,facebook
4307,6,alumno,596,alumno,reaccion,me_entristece,4253,17,2007-04-27 20:10:22.172,facebook
4308,567,alumno,-1,null,publicacion,Hic sed harum dignissimos animi velit in aliquid voluptas et qui modi fugit voluptas velit nisi exercitationem inventore ut eaque sed.,-1,17,2007-02-16 08:37:22.579,facebook
4309,205,alumno,256,alumno,mencion,@occaecati,4259,17,2007-04-01 18:26:30.806,facebook
4310,463,alumno,2,docente,mencion,@dignissimos,4289,17,2007-04-17 04:56:10.588,facebook
4311,510,alumno,-1,null,publicacion,Rem nostrum velit doloremque ullam consequatur voluptatem quia error ut praesentium sint labore minus fugiat omnis nemo eius.,-1,17,2007-01-28 16:30:36.232,crea
4312,20,alumno,567,alumno,comentario,Provident praesentium reiciendis ea est repellendus doloremque debitis similique qui sequi.,4308,17,2007-05-24 06:38:15.767,facebook
4313,125,alumno,552,alumno,reaccion,me_entristece,4280,17,2007-05-20 16:27:26.489,facebook
4314,225,alumno,596,alumno,reaccion,me_divierte,4276,17,2007-02-19 21:30:59.945,facebook
4315,225,alumno,351,alumno,mensaje,Similique provident sunt sequi consequuntur ut nostrum esse quis voluptatem accusantium quae consequatur quis nobis voluptatum.,-1,17,2007-02-28 23:34:26.201,crea
4316,2,docente,-1,null,publicacion,Vel ad vel rerum corrupti eum eius pariatur fuga et vel eos et occaecati minima provident quia.,-1,17,2007-03-24 14:34:16.435,crea
4317,459,alumno,225,alumno,mensaje,Et nesciunt doloribus ratione quia reiciendis provident rerum ullam nihil quis laboriosam dicta doloremque animi et saepe non quod et debitis.,4290,17,2007-05-16 22:42:08.903,crea
4318,552,alumno,256,alumno,reaccion,me_gusta,4271,17,2007-04-01 04:47:24.979,facebook
4319,351,alumno,177,alumno,mensaje,Qui ut tempora illo laboriosam possimus consequuntur asperiores excepturi explicabo quaerat possimus aut id illo aut itaque.,-1,17,2007-05-25 18:54:11.022,crea
4320,517,alumno,567,alumno,mencion,@qui,4308,17,2007-03-13 04:18:17.51,facebook
4321,423,alumno,490,material,consulta,null,-1,17,2007-02-05 14:54:47.499,facebook
4322,2,docente,-1,null,publicacion,Est provident animi atque consectetur nisi sint sequi enim reprehenderit dolore a non pariatur fuga occaecati delectus.,-1,17,2007-05-17 15:41:36.879,facebook
4323,542,alumno,481,material,consulta,null,-1,17,2007-05-04 02:52:15.766,facebook
4324,2,docente,517,alumno,reaccion,me_encanta,4284,17,2007-03-11 03:16:58.536,facebook
4325,177,alumno,-1,null,publicacion,Minus sequi voluptas consectetur dolorem ea temporibus non necessitatibus sunt nemo modi dicta exercitationem unde doloremque eveniet.,-1,17,2007-05-13 22:17:36.474,facebook
4326,517,alumno,225,alumno,mencion,@expedita,4314,17,2007-05-11 06:33:20.801,facebook
4327,376,alumno,470,material,consulta,null,-1,17,2007-05-22 21:01:49.789,crea
4328,542,alumno,-1,null,publicacion,Officiis molestiae quod vel odit officia veniam excepturi reprehenderit dolorum magni qui reiciendis occaecati et qui est magnam omnis numquam.,-1,17,2007-05-10 00:49:35.336,crea
4329,326,alumno,177,alumno,mencion,@ut,4325,17,2007-05-23 06:07:12.792,facebook
4330,205,alumno,2,docente,reaccion,me_asombra,4298,17,2007-03-26 11:53:01.545,facebook
4331,463,alumno,-1,null,publicacion,Eos a ex molestiae vero inventore ab blanditiis id libero officia natus et aliquid excepturi.,-1,17,2007-04-19 07:50:47.131,crea
4332,247,alumno,567,alumno,mencion,@minus,4308,17,2007-04-17 12:33:50.984,facebook
4333,175,alumno,2,docente,comentario,Reiciendis ut quia ut et natus consectetur labore excepturi et dolorum enim iusto.,4322,17,2007-02-27 22:36:06.815,facebook
4334,552,alumno,480,material,consulta,null,-1,17,2007-05-05 13:23:59.271,crea
4335,2,docente,326,alumno,mensaje,Error repellat est est soluta cum quos ex optio corporis sunt accusantium impedit hic qui aliquam et.,-1,17,2007-02-10 02:40:42.981,crea
4336,542,alumno,-1,null,publicacion,Quia voluptatem culpa enim molestiae omnis rerum quibusdam itaque reiciendis et molestiae omnis quo numquam perspiciatis non aut.,-1,17,2007-04-24 21:54:09.084,crea
4337,423,alumno,2,docente,mencion,@consequatur,4322,17,2007-03-13 05:42:57.861,facebook
4338,423,alumno,-1,null,publicacion,Et inventore enim aut tempore labore error magni placeat quia pariatur ipsum quia quod tempora ut.,-1,17,2007-01-22 05:24:40.874,crea
4339,326,alumno,-1,null,publicacion,Voluptatem inventore incidunt magni accusamus magnam nesciunt laudantium et itaque consequatur beatae cupiditate facilis odio accusamus et vitae dolor.,-1,17,2007-04-22 15:12:00.679,facebook
4340,326,alumno,2,docente,comentario,Quae expedita est officia sed illum voluptatem consequatur repellendus molestiae voluptas consequatur.,4298,17,2007-05-19 09:48:09.899,crea
4341,58,alumno,2,docente,mensaje,Aperiam corporis eaque non molestiae quis consequatur est hic quia nobis velit non repudiandae aut sit id rerum eligendi dolorum ea.,4335,17,2007-03-19 09:04:36.067,crea
4342,58,alumno,205,alumno,reaccion,me_encanta,4330,17,2007-03-03 20:04:07.02,facebook
4343,351,alumno,293,alumno,reaccion,me_entristece,4264,17,2007-04-06 10:57:41.236,facebook
4344,205,alumno,326,alumno,comentario,Omnis repellendus ut omnis labore illum similique sint modi qui eaque.,4329,17,2007-04-20 05:56:12.648,crea
4345,376,alumno,-1,null,publicacion,A quia atque eum fugit aliquam non qui et voluptas aut eius maxime excepturi et doloremque odio.,-1,17,2007-01-20 03:23:00.821,crea
4346,128,alumno,480,material,consulta,null,-1,17,2007-05-06 05:20:42.782,facebook
4347,542,alumno,-1,null,publicacion,Molestiae sunt quo neque sapiente provident odit sequi non commodi voluptatem doloremque eos modi dignissimos dolorum ut.,-1,17,2007-03-10 14:37:33.483,facebook
4348,459,alumno,463,alumno,reaccion,me_entristece,4331,17,2007-01-21 07:17:03.962,facebook
4349,225,alumno,517,alumno,comentario,Et facere quo cum inventore dolorum exercitationem quo quidem provident.,4284,17,2007-02-15 03:46:06.588,crea
4350,542,alumno,2,docente,mencion,@optio,4274,17,2007-05-02 19:59:14.583,facebook
4351,256,alumno,376,alumno,comentario,Ullam voluptatum enim tempora in cupiditate distinctio voluptate nisi in alias quae odit.,4260,17,2007-05-27 10:26:43.819,crea
4352,80,alumno,20,alumno,reaccion,me_divierte,4312,17,2007-05-25 07:14:41.589,facebook
4353,517,alumno,326,alumno,reaccion,me_gusta,4329,17,2007-03-07 12:25:45.541,facebook
4354,256,alumno,517,alumno,mencion,@dolore,4284,17,2007-03-10 10:00:35.969,facebook
4355,128,alumno,508,alumno,mensaje,Iure velit voluptatem labore sed veniam ut amet repellendus voluptate iure aut error pariatur enim animi id sint.,-1,17,2007-04-09 08:47:57.298,crea
4356,125,alumno,476,material,consulta,null,-1,17,2007-05-18 23:18:24.276,crea
4357,293,alumno,256,alumno,comentario,Sequi porro dolorum placeat laudantium adipisci debitis ut porro quis distinctio ut qui corporis et.,4351,17,2007-02-26 11:47:16.512,facebook
4358,517,alumno,459,alumno,reaccion,me_entristece,4261,17,2007-04-09 18:55:57.135,facebook
4359,351,alumno,510,alumno,mencion,@sit,4250,17,2007-05-05 22:15:23.877,facebook
4360,205,alumno,459,alumno,comentario,Deserunt soluta doloribus tempore repudiandae suscipit dignissimos non ullam earum ut ab ea officiis nisi.,4348,17,2007-02-24 07:40:57.347,facebook
4361,508,alumno,2,docente,reaccion,me_enoja,4254,17,2007-04-21 18:04:56.837,facebook
4362,6,alumno,-1,null,publicacion,Iusto eos qui quas rem voluptas ullam omnis officia ad vero assumenda ea vel nisi qui libero accusantium magnam asperiores autem.,-1,17,2007-01-31 19:54:31.663,crea
4363,247,alumno,2,docente,mencion,@omnis,4251,17,2007-05-12 09:01:18.506,facebook
4364,293,alumno,476,material,consulta,null,-1,17,2007-01-29 14:22:33.559,facebook
4365,125,alumno,326,alumno,mensaje,Nam expedita repudiandae deleniti voluptatum nobis modi assumenda consectetur quidem voluptatum aut non id excepturi nemo sint omnis molestias culpa sed.,-1,17,2007-04-20 13:01:10.479,crea
4366,125,alumno,552,alumno,mensaje,Reprehenderit quo fuga ratione perspiciatis est placeat nobis fuga dolores quod expedita consequuntur mollitia beatae porro voluptatem hic pariatur dolor molestiae.,4315,17,2007-01-24 16:54:41.391,crea
4367,2,docente,-1,null,publicacion,Temporibus aut dolore itaque ratione consequatur maxime omnis quisquam magni alias suscipit iusto voluptate voluptatem.,-1,17,2007-05-31 20:53:20.036,facebook
4368,463,alumno,552,alumno,reaccion,me_gusta,4285,17,2007-05-06 11:09:18.67,facebook
4369,205,alumno,-1,null,publicacion,Sint tenetur aspernatur aspernatur molestias quis sint quibusdam debitis odio mollitia natus sunt exercitationem eaque.,-1,17,2007-05-07 00:12:39.368,crea
4370,351,alumno,2,docente,mensaje,Tempore hic alias repudiandae suscipit quod velit sed quia illum cumque tempore possimus quibusdam enim aliquam animi velit.,-1,17,2007-04-05 15:22:55.268,crea
4371,175,alumno,293,alumno,mencion,@consectetur,4278,17,2007-03-08 23:17:48.631,facebook
4372,2,docente,596,alumno,comentario,Quibusdam est distinctio cumque voluptas sunt consequatur veritatis sit voluptate et.,4276,17,2007-01-26 04:11:09.468,facebook
4373,80,alumno,2,docente,comentario,Velit sunt sed aut vel ab hic quasi commodi eveniet hic et aut qui.,4289,17,2007-03-13 10:58:57.132,crea
4374,205,alumno,2,docente,comentario,Eligendi id excepturi doloribus odit sit iure culpa consequatur maxime ipsa quod provident repudiandae enim fugiat.,4322,17,2007-05-20 11:54:34.638,facebook
4375,128,alumno,42,alumno,mencion,@rerum,4257,17,2007-05-10 22:55:03.996,facebook
4376,326,alumno,2,docente,comentario,Perspiciatis quis qui fugiat ipsum cumque fugit ullam doloribus sit ut ipsam explicabo.,4367,17,2007-03-30 21:17:39.107,facebook
4377,128,alumno,423,alumno,mencion,@numquam,4338,17,2007-04-06 07:35:11.87,facebook
4378,552,alumno,596,alumno,comentario,Quis aut officia vero quis voluptatem mollitia suscipit dicta et maiores id quam officia sit omnis.,4276,17,2007-02-19 14:49:17.154,crea
4379,326,alumno,-1,null,publicacion,Corrupti qui qui explicabo harum saepe sint blanditiis dolor sint aspernatur ut omnis dolorem dolore rerum aspernatur error velit.,-1,17,2007-03-23 08:24:01.761,facebook
4380,542,alumno,480,material,consulta,null,-1,17,2007-01-28 17:40:56.167,crea
4381,225,alumno,542,alumno,reaccion,me_enoja,4336,17,2007-02-13 01:43:35.899,facebook
4382,225,alumno,80,alumno,comentario,Mollitia omnis libero praesentium distinctio explicabo est mollitia quos fuga doloribus fugiat.,4373,17,2007-02-16 06:49:11.653,facebook
4383,58,alumno,177,alumno,comentario,Dolorum eligendi in veritatis ipsum autem ipsam consequatur nihil dolorem voluptas facere et.,4325,17,2007-02-19 00:24:25.971,crea
4384,293,alumno,80,alumno,mensaje,Voluptas impedit velit molestias quas saepe in recusandae aut qui molestiae ut quaerat veritatis dolorum quos voluptatem ratione et maiores.,4292,17,2007-04-21 13:32:36.828,crea
4385,2,docente,567,alumno,reaccion,me_entristece,4308,17,2007-01-23 01:40:05.611,facebook
4386,175,alumno,80,alumno,mensaje,Reiciendis architecto consequuntur corporis ut eaque neque alias labore distinctio voluptas quam quis maxime culpa itaque neque.,-1,17,2007-03-27 23:21:55.368,crea
4387,510,alumno,567,alumno,comentario,Voluptas consequuntur pariatur dolores facilis aut maiores non libero quaerat possimus dolor quos cupiditate laudantium molestiae.,4305,17,2007-05-18 22:52:27.878,facebook
4388,463,alumno,552,alumno,reaccion,me_encanta,4378,17,2007-04-27 18:32:52.06,facebook
4389,2,docente,510,alumno,comentario,Architecto quod aut enim quibusdam in animi quia vel veritatis ab a quia debitis voluptas quasi.,4311,17,2007-05-30 06:44:49.853,facebook
4390,517,alumno,-1,null,publicacion,Voluptatum aperiam sit architecto nesciunt velit optio eius et maxime harum voluptate aut atque ullam id.,-1,17,2007-05-11 14:27:06.536,facebook
4391,463,alumno,20,alumno,mensaje,Velit fugit minima accusamus vel voluptas eaque voluptas laudantium ut deserunt perspiciatis voluptas quam aut.,4291,17,2007-04-10 15:48:53.572,crea
4392,508,alumno,2,docente,reaccion,me_gusta,4316,17,2007-02-20 17:27:04.939,facebook
4393,351,alumno,508,alumno,reaccion,me_gusta,4361,17,2007-03-14 19:06:26.416,facebook
4394,128,alumno,-1,null,publicacion,Aliquam et culpa similique voluptatem similique et qui labore similique aut quas minus ut sed voluptatem iste est necessitatibus.,-1,17,2007-01-22 23:34:16.719,facebook
4395,42,alumno,225,alumno,comentario,Harum qui soluta magnam illo voluptas hic qui ad ut.,4314,17,2007-04-12 22:00:49.67,facebook
4396,225,alumno,542,alumno,comentario,Quidem voluptatem facilis ratione inventore voluptate rem rerum quis doloremque minima non nesciunt ut.,4328,17,2007-04-15 13:15:41.887,crea
4397,326,alumno,508,alumno,mensaje,Et tenetur quia ratione optio in ipsa non harum asperiores doloremque est qui error non accusamus recusandae repellendus rerum.,-1,17,2007-03-25 04:19:44.39,crea
4398,567,alumno,596,alumno,mensaje,Nisi qui exercitationem est expedita et natus rerum ea quae deserunt est qui explicabo quia necessitatibus.,-1,17,2007-02-05 12:49:28.119,crea
4399,376,alumno,-1,null,publicacion,Dolorum mollitia nostrum et voluptatum asperiores non in blanditiis eligendi consectetur molestiae qui quia provident.,-1,17,2007-04-28 23:39:49.065,facebook
4400,256,alumno,490,material,consulta,null,-1,17,2007-03-24 21:01:12.534,crea
4401,2,docente,510,alumno,mencion,@vero,4387,17,2007-01-22 16:06:01.519,facebook
4402,2,docente,125,alumno,mensaje,Qui et quos est qui laudantium aspernatur vel suscipit odio error repellat qui iste harum cupiditate reprehenderit dolor nihil.,-1,17,2007-02-24 17:00:29.447,crea
4403,225,alumno,-1,null,publicacion,Consequuntur dolor doloribus autem hic consequatur maiores quibusdam harum velit ea maxime est eveniet reprehenderit.,-1,17,2007-03-19 12:44:32.653,crea
4404,2,docente,-1,null,publicacion,A culpa sint repellat animi cum in qui voluptatem veritatis voluptas fuga eligendi rerum rerum et et voluptates voluptas.,-1,17,2007-02-24 23:18:18.032,facebook
4405,175,alumno,542,alumno,mensaje,Impedit voluptatum dolores perferendis at sit quod sequi dicta consequatur impedit praesentium perferendis nihil voluptates eaque.,-1,17,2007-02-22 11:43:41.589,crea
4406,552,alumno,486,material,consulta,null,-1,17,2007-05-21 08:34:46.769,crea
4407,2,docente,-1,null,publicacion,Optio in et praesentium modi aperiam repellat veniam nobis autem suscipit vero ut molestiae consectetur velit officiis consectetur vel.,-1,17,2007-01-19 21:08:00.655,crea
4408,423,alumno,326,alumno,reaccion,me_gusta,4339,17,2007-04-25 16:52:45.389,facebook
4409,177,alumno,42,alumno,mencion,@et,4257,17,2007-04-19 03:32:02.163,facebook
4410,42,alumno,177,alumno,reaccion,me_gusta,4282,17,2007-01-24 05:58:59.866,facebook
4411,247,alumno,2,docente,comentario,Est neque quaerat eum qui rerum quo libero similique dolorem exercitationem.,4404,17,2007-04-03 13:36:15.352,crea
4412,80,alumno,469,material,consulta,null,-1,17,2007-03-05 17:21:37.79,facebook
4413,2,docente,2,docente,mencion,@et,4297,17,2007-04-09 10:04:38.496,facebook
4414,6,alumno,128,alumno,mencion,@provident,4394,17,2007-02-02 05:44:52.472,facebook
4415,2,docente,2,docente,reaccion,me_enoja,4322,17,2007-02-28 19:25:20.483,facebook
4416,20,alumno,484,material,consulta,null,-1,17,2007-05-30 07:36:22.798,crea
4417,2,docente,-1,null,publicacion,Velit veniam atque et est dicta ut itaque laborum rerum a sint cumque amet repudiandae nesciunt magnam quo.,-1,17,2007-04-19 10:54:21.269,facebook
4418,225,alumno,490,material,consulta,null,-1,17,2007-04-10 19:05:07.006,facebook
4419,542,alumno,2,docente,mencion,@et,4389,17,2007-04-29 19:26:49.156,facebook
4420,247,alumno,-1,null,publicacion,Qui maxime consequuntur perferendis laboriosam aspernatur rerum quia quibusdam tempora porro est velit voluptas et cumque quis odio.,-1,17,2007-03-22 11:28:35.983,crea
4421,58,alumno,2,docente,mencion,@et,4254,17,2007-02-05 18:10:41.437,facebook
4422,256,alumno,469,material,consulta,null,-1,17,2007-04-16 21:48:11.341,facebook
4423,256,alumno,-1,null,publicacion,Laborum rem laborum praesentium ex corporis et quae corrupti voluptas occaecati numquam sed et natus consequuntur.,-1,17,2007-01-18 13:35:14.367,facebook
4424,247,alumno,6,alumno,mensaje,Modi architecto commodi ut pariatur asperiores harum accusantium eum quia quo ut dolorum qui quia quidem nemo odio.,-1,17,2007-02-07 17:42:27.166,crea
4425,2,docente,225,alumno,reaccion,me_entristece,4403,17,2007-04-13 23:18:01.962,facebook
4426,326,alumno,-1,null,publicacion,Rerum et quo qui voluptatum voluptate nobis nihil odio ut maiores voluptatum deleniti facere dolorum commodi maiores voluptas nisi porro.,-1,17,2007-01-29 21:38:19.919,facebook
4427,175,alumno,542,alumno,mensaje,Enim ipsam non eveniet voluptates earum ducimus quos necessitatibus nemo ab alias rerum et ea.,-1,17,2007-05-09 13:12:12.977,crea
4428,177,alumno,567,alumno,mencion,@maiores,4305,17,2007-04-28 18:05:36.611,facebook
4429,2,docente,175,alumno,comentario,Dolorem assumenda quae id debitis laboriosam odio commodi nobis corrupti.,4371,17,2007-04-16 11:48:57.896,crea
4430,256,alumno,-1,null,publicacion,Quia maxime consequatur inventore expedita culpa deserunt quae accusamus voluptatibus perspiciatis sit eaque labore odio eos id vel ipsa exercitationem.,-1,17,2007-02-11 11:34:07.753,crea
4431,423,alumno,2,docente,comentario,Totam fuga enim temporibus consequuntur ut et et sit placeat est.,4299,17,2007-01-25 03:55:08.535,crea
4432,80,alumno,463,alumno,mensaje,Earum similique placeat reprehenderit molestias eos rem maxime autem esse eveniet minima est qui autem aperiam voluptatem officia.,-1,17,2007-05-29 17:39:00.754,crea
4433,326,alumno,-1,null,publicacion,Nam quas atque ut ut explicabo sunt velit numquam doloremque vero nulla ducimus qui ea.,-1,17,2007-04-06 13:03:33.398,facebook
4434,175,alumno,20,alumno,mensaje,Et et omnis dolore enim dolor esse officiis omnis doloremque et nostrum qui animi nemo reiciendis sint dolores id veritatis sunt.,4397,17,2007-05-29 19:19:08.684,crea
4435,128,alumno,-1,null,publicacion,Tempora dolorem et odit quo qui illo et dolore eaque est eum voluptates voluptate repellendus.,-1,17,2007-05-14 08:57:17.28,crea
4436,463,alumno,42,alumno,comentario,Alias debitis veniam numquam similique omnis ut ipsa voluptatem ut id.,4257,17,2007-03-17 14:42:24.393,facebook
4437,508,alumno,128,alumno,mencion,@voluptas,4375,17,2007-03-15 16:18:37.655,facebook
4438,423,alumno,177,alumno,comentario,Ad aut perspiciatis similique labore sint consectetur esse possimus cupiditate veniam dolorum qui molestias.,4325,17,2007-05-12 04:15:42.299,facebook
4439,326,alumno,487,material,consulta,null,-1,17,2007-02-02 17:03:32.686,crea
4440,508,alumno,2,docente,reaccion,me_divierte,4316,17,2007-04-11 20:02:59.214,facebook
4441,567,alumno,475,material,consulta,null,-1,17,2007-04-20 15:38:53.098,facebook
4442,376,alumno,480,material,consulta,null,-1,17,2007-02-28 04:45:53.394,crea
4443,2,docente,326,alumno,reaccion,me_entristece,4433,17,2007-05-01 16:08:04.089,facebook
4444,6,alumno,486,material,consulta,null,-1,17,2007-03-26 05:41:24.415,crea
4445,80,alumno,42,alumno,comentario,Illum autem in quaerat perferendis perferendis in dolor nam molestiae voluptas et occaecati porro quia.,4257,17,2007-02-17 19:21:17.076,facebook
4446,128,alumno,542,alumno,comentario,Enim quibusdam neque iste molestiae pariatur quas quia animi iste veniam maiores.,4419,17,2007-05-24 23:44:16.932,facebook
4447,293,alumno,326,alumno,mencion,@eaque,4376,17,2007-04-13 04:09:06.976,facebook
4448,80,alumno,-1,null,publicacion,Voluptate vel quos quo voluptas dolorem et fugiat deserunt saepe et quo error consequuntur maxime quod id dolorum.,-1,17,2007-05-21 06:29:55.095,crea
4449,542,alumno,177,alumno,comentario,Eveniet quas non consectetur voluptatem neque aut et id excepturi voluptas tenetur inventore officia.,4255,17,2007-01-19 05:41:21.393,crea
4450,175,alumno,293,alumno,mencion,@fugiat,4278,17,2007-02-13 19:39:38.583,facebook
4451,510,alumno,-1,null,publicacion,Et aliquam quaerat sed accusantium voluptas laudantium a id omnis labore quaerat qui aut commodi temporibus sunt est tenetur nesciunt.,-1,17,2007-02-04 21:22:50.34,facebook
4452,567,alumno,247,alumno,reaccion,me_divierte,4363,17,2007-02-11 07:51:16.812,facebook
4453,6,alumno,487,material,consulta,null,-1,17,2007-05-13 08:20:43.415,crea
4454,80,alumno,20,alumno,mensaje,Voluptas animi porro possimus libero hic illo cupiditate in molestiae eius sit enim illum dolorum possimus incidunt consectetur tempora.,4275,17,2007-01-30 19:00:29.375,crea
4455,459,alumno,-1,null,publicacion,Dolores ipsa ab quos molestias ex impedit ipsum doloremque dolores repellendus aliquam quis a aut eos explicabo architecto sapiente hic.,-1,17,2007-01-31 00:19:29.55,crea
4456,128,alumno,128,alumno,comentario,Velit repudiandae excepturi reprehenderit consectetur similique placeat dolorum cum molestiae soluta ea explicabo excepturi porro.,4394,17,2007-03-28 09:51:45.817,crea
4457,517,alumno,-1,null,publicacion,Ad qui et aut aliquid quo itaque laboriosam reprehenderit quasi excepturi et ut quaerat corrupti ut ipsam omnis sapiente perferendis sint.,-1,17,2007-02-10 17:24:54.891,facebook
4458,177,alumno,80,alumno,mensaje,Eum laudantium animi necessitatibus dolores hic consequuntur ad enim non in molestias ut molestias blanditiis.,4319,17,2007-03-29 06:12:11.987,crea
4459,459,alumno,567,alumno,mensaje,Voluptate ut enim libero nemo cum id voluptatibus impedit vero suscipit aperiam rem minima voluptatem architecto.,-1,17,2007-04-30 14:40:18.313,crea
4460,256,alumno,-1,null,publicacion,Repellendus nostrum consequatur velit necessitatibus dolorem similique aut perspiciatis aperiam nihil libero qui soluta ipsa.,-1,17,2007-03-25 00:10:14.975,facebook
4461,2,docente,-1,null,publicacion,Inventore totam odit eum reiciendis laboriosam omnis nihil alias dolores in deleniti ullam suscipit est animi accusantium aliquam.,-1,17,2007-02-19 08:21:43.407,crea
4462,6,alumno,376,alumno,comentario,Omnis voluptatem possimus odio corporis suscipit numquam repudiandae illo facere.,4260,17,2007-04-01 04:07:56.211,crea
4463,508,alumno,471,material,consulta,null,-1,17,2007-03-12 23:40:45.31,crea
4464,175,alumno,58,alumno,mensaje,Voluptas pariatur maiores placeat quis animi est ipsam rerum blanditiis voluptate omnis autem consectetur molestias incidunt veniam id excepturi voluptas repellat.,-1,17,2007-05-08 12:28:33.788,crea
4465,125,alumno,483,material,consulta,null,-1,17,2007-03-23 00:21:11.77,facebook
4466,6,alumno,474,material,consulta,null,-1,17,2007-05-23 14:54:56.781,crea
4467,552,alumno,256,alumno,mencion,@aut,4423,17,2007-03-02 13:30:42.326,facebook
4468,517,alumno,488,material,consulta,null,-1,17,2007-01-24 23:29:52.974,crea
4469,2,docente,247,alumno,comentario,In fugiat occaecati tenetur quaerat error impedit ab qui et occaecati vitae officia autem.,4304,17,2007-05-02 19:37:36.481,facebook
4470,510,alumno,2,docente,comentario,Et qui voluptatem facilis repellendus ea magni eum quos eaque et placeat qui.,4322,17,2007-04-28 09:43:12.399,facebook
4471,542,alumno,293,alumno,mencion,@aliquid,4278,17,2007-05-24 01:52:35.823,facebook
4472,20,alumno,-1,null,publicacion,Quis nihil dolores id aut aut aspernatur beatae velit ut commodi eum nulla doloremque porro.,-1,17,2007-05-08 19:11:37.824,crea
4473,326,alumno,423,alumno,mensaje,Voluptatem quae alias inventore distinctio deleniti possimus corrupti perferendis velit non illum expedita incidunt non consequatur soluta quo.,4365,17,2007-05-21 13:13:01.573,crea
